generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat,n4_sat,n5_sat,n6_sat,n7_sat
247,0.0030803647823631763,0.003970814868807793,0,1,1,0.0,-0.0003195380559191108,-0.0004418902099132538,85,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
248,0.0030803647823631763,0.003805201966315508,0,1,1,0.0,-0.0003195380559191108,-0.0003805201849900186,86,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
249,0.0030803647823631763,0.003945659380406141,0,1,1,0.0,-0.0003195380559191108,-0.000417898700106889,87,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
250,0.0030803647823631763,0.0038026843685656786,0,1,1,0.0,-0.0003195380559191108,-0.0003948137746192515,88,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
251,0.0030803647823631763,0.003810255555436015,0,1,1,0.0,-0.0003195380559191108,-0.00038773243431933224,89,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
252,0.0030803647823631763,0.003915612585842609,0,1,1,0.0,-0.0003195380559191108,-0.00046202607336454093,90,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
253,0.0030803647823631763,0.0038890941068530083,0,1,1,0.0,-0.0003195380559191108,-0.000388909422326833,91,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
254,0.0030803647823631763,0.0038026843685656786,0,1,1,0.0,-0.0003195380559191108,-0.00038026843685656786,92,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
255,0.0030803647823631763,0.0038766986690461636,0,1,1,0.0,-0.0003195380559191108,-0.0003876698901876807,93,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
256,0.0030803647823631763,0.003768196329474449,0,1,1,0.0,-0.0003195380559191108,-0.0003768196329474449,94,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
257,0.0030803647823631763,0.0038673379458487034,0,1,1,0.0,-0.0003195380559191108,-0.00039993913378566504,95,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
258,0.0030803647823631763,0.0038738842122256756,0,1,1,0.0,-0.0003195380559191108,-0.00039252854185178876,96,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
259,0.0030803647823631763,0.004005886148661375,0,1,1,0.0,-0.0003195380559191108,-0.00044156258809380233,97,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
260,0.002884199609979987,0.003716913051903248,0,1,1,0.0,-0.0003195380559191108,-0.00043652422027662396,98,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
261,0.0030803647823631763,0.0038403617218136787,0,1,1,0.0,-0.0003195380559191108,-0.00038808409590274096,99,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
262,0.0030803647823631763,0.0038689221255481243,0,1,1,0.0,-0.0003195380559191108,-0.00038689220673404634,100,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
263,0.0028580622747540474,0.003716913051903248,0,1,1,0.0,-0.0003195380559191108,-0.00048486620653420687,101,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
264,0.0030803647823631763,0.003924194723367691,0,1,1,0.0,-0.0003195380559191108,-0.0004201486590318382,102,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
265,0.0030803647823631763,0.003716913051903248,0,1,1,0.0,-0.0003195380559191108,-0.0003716913051903248,103,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
266,0.0030803647823631763,0.003755836049094796,0,1,1,0.0,-0.0003195380559191108,-0.000396283227019012,104,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
267,0.0030803647823631763,0.003690956858918071,0,1,1,0.0,-0.0003195380559191108,-0.0003815570380538702,105,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
268,0.0030803647823631763,0.003690956858918071,0,1,1,0.0,-0.0003195380559191108,-0.0003768878523260355,106,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
269,0.0030803647823631763,0.003690956858918071,0,1,1,0.0,-0.0003195380559191108,-0.00038297357968986034,107,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
270,0.0030339336954057217,0.003680199384689331,0,1,1,0.0,-0.0003195380559191108,-0.000421176286181435,108,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
271,0.0030803647823631763,0.004152425564825535,0,1,1,0.0,-0.0003195380559191108,-0.00041524250991642475,109,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
272,0.0030803647823631763,0.004148887470364571,0,1,1,0.0,-0.0003195380559191108,-0.0004148887819610536,110,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
273,0.0030803647823631763,0.003690956858918071,0,1,1,0.0,-0.0003195380559191108,-0.0003704404807649553,111,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
274,0.0030803647823631763,0.0038040850777179003,0,1,1,0.0,-0.0003195380559191108,-0.0004265827010385692,112,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
275,0.0030803647823631763,0.0038790814578533173,0,1,1,0.0,-0.0003195380559191108,-0.00038790813414379954,113,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
276,0.0030803647823631763,0.003690956858918071,0,1,1,0.0,-0.0003195380559191108,-0.000369095680071041,114,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
277,0.0030803647823631763,0.004150262102484703,0,1,1,0.0,-0.0003195380559191108,-0.0004976412747055292,115,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
278,0.0030803647823631763,0.003680199384689331,0,1,1,0.0,-0.0003195380559191108,-0.00036801991518586874,116,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
279,0.0030803647823631763,0.004068767186254263,0,1,1,0.0,-0.0003195380559191108,-0.0004068767302669585,117,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
280,0.0030803647823631763,0.0038971644826233387,0,1,1,0.0,-0.0003195380559191108,-0.0003897164424415678,118,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
281,0.0030803647823631763,0.0037238369695842266,0,1,1,0.0,-0.0003195380559191108,-0.0003723836853168905,119,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
282,0.0030803647823631763,0.003946672193706036,0,1,1,0.0,-0.0003195380559191108,-0.0004381980106700212,120,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
283,0.0030803647823631763,0.003963250666856766,0,1,1,0.0,-0.0003195380559191108,-0.00039632507832720876,121,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
284,0.0030803647823631763,0.003891483647748828,0,1,1,0.0,-0.0003195380559191108,-0.00039586302591487765,122,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
285,0.0030803647823631763,0.003968911245465279,0,1,1,0.0,-0.0003195380559191108,-0.00044606399023905396,123,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
286,0.0030803647823631763,0.0036762249656021595,0,1,1,0.0,-0.0003195380559191108,-0.0003676224732771516,124,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
287,0.0030803647823631763,0.0036711995489895344,0,1,1,0.0,-0.0003195380559191108,-0.0003722609835676849,125,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
288,0.0030803647823631763,0.003661384340375662,0,1,1,0.0,-0.0003195380559191108,-0.0003661384398583323,126,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
289,0.0030803647823631763,0.003649170510470867,0,1,1,0.0,-0.0003195380559191108,-0.00040452281245961785,127,0.95,0.0,0.019999999552965164,0.09000000357627869,0.019999999552965164,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.03999999910593033
290,0.0025311142671853304,0.003649170510470867,0,1,1,0.0,-0.00025311141507700086,-0.000364917068509385,128,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
291,0.0025311142671853304,0.0037662445101886988,0,1,1,0.0,-0.00025311141507700086,-0.00037662446266040206,129,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
292,0.0025311142671853304,0.004260528367012739,0,1,1,0.0,-0.00025311141507700086,-0.0004260528367012739,130,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
293,0.0025311142671853304,0.003774134675040841,0,1,1,0.0,-0.00025311141507700086,-0.0005930615589022636,131,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
294,0.0025311142671853304,0.003811101196333766,0,1,1,0.0,-0.00025311141507700086,-0.0003849381173495203,132,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
295,0.0025311142671853304,0.0036334851756691933,0,1,1,0.0,-0.00025311141507700086,-0.0004256400861777365,133,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
296,0.0025311142671853304,0.004159439355134964,0,1,1,0.0,-0.00025311141507700086,-0.0004347472859080881,134,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
297,0.0025311142671853304,0.0036334851756691933,0,1,1,0.0,-0.00025311141507700086,-0.00041356487781740725,135,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
298,0.0025311142671853304,0.0037315944209694862,0,1,1,0.0,-0.00025311141507700086,-0.0003923268523067236,136,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
299,0.0025311142671853304,0.003982202149927616,0,1,1,0.0,-0.00025311141507700086,-0.00039822026155889034,137,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
300,0.0025311142671853304,0.0036334851756691933,0,1,1,0.0,-0.00025311141507700086,-0.0003633485175669193,138,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
301,0.0025311142671853304,0.0036101997829973698,0,1,1,0.0,-0.00025311141507700086,-0.0003802583087235689,139,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
302,0.0025311142671853304,0.003592016641050577,0,1,1,0.0,-0.00025311141507700086,-0.0003615503082983196,140,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
303,0.0025311142671853304,0.003592016641050577,0,1,1,0.0,-0.00025311141507700086,-0.0003601647913455963,141,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
304,0.0025311142671853304,0.003592016641050577,0,1,1,0.0,-0.00025311141507700086,-0.0003592016582842916,142,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
305,0.002408947329968214,0.003579234704375267,0,1,1,0.0,-0.00025311141507700086,-0.00035792344715446234,125,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
306,0.002408947329968214,0.0035738321021199226,0,1,1,0.0,-0.00025311141507700086,-0.00035738322185352445,123,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
307,0.002408947329968214,0.003522033803164959,0,1,1,0.0,-0.00025311141507700086,-0.0003557420859578997,124,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
308,0.002408947329968214,0.0035498824436217546,0,1,1,0.0,-0.00025311141507700086,-0.0003641437506303191,125,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
309,0.002408947329968214,0.003522033803164959,0,1,1,0.0,-0.00025311141507700086,-0.0003871623193845153,126,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
310,0.002408947329968214,0.003681167960166931,0,1,1,0.0,-0.00025311141507700086,-0.0003689704753924161,127,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
311,0.002408947329968214,0.003522033803164959,0,1,1,0.0,-0.00025311141507700086,-0.0003637063200585544,128,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
312,0.002408947329968214,0.004117457661777735,0,1,1,0.0,-0.00025311141507700086,-0.0006299378583207726,129,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
313,0.002408947329968214,0.003522033803164959,0,1,1,0.0,-0.00025311141507700086,-0.00042851187754422426,130,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
314,0.002408947329968214,0.0035510810557752848,0,1,1,0.0,-0.00025311141507700086,-0.00035596179077401757,131,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
315,0.002408947329968214,0.003522033803164959,0,1,1,0.0,-0.00025311141507700086,-0.0003530570538714528,132,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
316,0.002408947329968214,0.0036416850052773952,0,1,1,0.0,-0.00025311141507700086,-0.00036416848888620734,121,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
317,0.002408947329968214,0.0034907259978353977,0,1,1,0.0,-0.00025311141507700086,-0.00035085962736047804,122,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
318,0.002408947329968214,0.0034907259978353977,0,1,1,0.0,-0.00025311141507700086,-0.0003628762497100979,123,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
319,0.002408947329968214,0.0034907259978353977,0,1,1,0.0,-0.00025311141507700086,-0.0003490725939627737,124,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
320,0.002408947329968214,0.003578977193683386,0,1,1,0.0,-0.00025311141507700086,-0.0003624128585215658,125,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
321,0.002408947329968214,0.0034670536406338215,0,1,1,0.0,-0.00025311141507700086,-0.0003480554441921413,126,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
322,0.002408947329968214,0.003437359817326069,0,1,1,0.0,-0.00025311141507700086,-0.0003437359700910747,127,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
323,0.002408947329968214,0.0036305789835751057,0,1,1,0.0,-0.00025311141507700086,-0.00036605281638912857,128,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
324,0.002408947329968214,0.003889812622219324,0,1,1,0.0,-0.00025311141507700086,-0.00038959848461672664,129,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.029999999329447746,0.03999999910593033
325,0.002408947329968214,0.003417043015360832,0,1,1,0.0,-0.00024173068231903017,-0.00034170428989455104,130,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
326,0.002408947329968214,0.0034060562029480934,0,1,1,0.0,-0.00024173068231903017,-0.0003795046650338918,131,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
327,0.002408947329968214,0.0034226723946630955,0,1,1,0.0,-0.00024173068231903017,-0.00035977124935016036,132,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
328,0.002408947329968214,0.0034060562029480934,0,1,1,0.0,-0.00024173068231903017,-0.0003411846118979156,133,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
329,0.002408947329968214,0.003324794117361307,0,1,1,0.0,-0.00024173068231903017,-0.00034013506956398487,134,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
330,0.0020593530498445034,0.00337004940956831,0,1,1,0.0,-0.00024173068231903017,-0.0003684369148686528,135,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
331,0.0024173068813979626,0.0034056860022246838,0,1,1,0.0,-0.00024173068231903017,-0.0003405686002224684,136,0.95,0.0,0.0,0.09000000357627869,0.0,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.03999999910593033
332,0.0023720627650618553,0.00337004940956831,0,0,0,0.0,-0.00023720627359580249,-0.0003370049234945327,137,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
333,0.0023720627650618553,0.003319688141345978,0,0,0,0.0,-0.00023720627359580249,-0.00033196882577612996,138,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
334,0.0023720627650618553,0.003292109351605177,0,0,0,0.0,-0.00023720627359580249,-0.0003292109468020499,139,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
335,0.0023720627650618553,0.0032782917842268944,0,0,0,0.0,-0.00023720627359580249,-0.0003966961521655321,104,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
336,0.0023720627650618553,0.0032708756625652313,0,0,0,0.0,-0.00023720627359580249,-0.00032782915513962507,105,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
337,0.0023720627650618553,0.003264182712882757,0,0,0,0.0,-0.00023720627359580249,-0.00032708756043575704,106,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
338,0.0023720627650618553,0.003594371024519205,0,0,0,0.0,-0.00023720627359580249,-0.0003594371082726866,93,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
339,0.0023720627650618553,0.003264182712882757,0,0,0,0.0,-0.00023720627359580249,-0.00032641825964674354,94,0.95,0.0,0.0,0.07999999821186066,0.0,0.07000000029802322,0.029999999329447746,0.009999999776482582,0.03999999910593033
340,0.0020780039485543966,0.0032593859359622,0,1,1,0.0,-0.00020780038903467357,-0.0003259385994169861,95,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.019999999552965164,0.05999999865889549
341,0.0020780039485543966,0.0031877164728939533,0,1,1,0.0,-0.00020780038903467357,-0.0003195563331246376,96,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.019999999552965164,0.05999999865889549
342,0.0020780039485543966,0.003185319947078824,0,1,1,0.0,-0.00020780038903467357,-0.0003193166630808264,97,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.019999999552965164,0.05999999865889549
343,0.0020780039485543966,0.003185319947078824,0,1,1,0.0,-0.00020780038903467357,-0.000357633747626096,53,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.029999999329447746,0.019999999552965164,0.05999999865889549
344,0.001984765287488699,0.003185319947078824,0,0,0,0.0,-0.00019847652583848685,-0.0003185319947078824,54,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
345,0.001984765287488699,0.003064869437366724,0,0,0,0.0,-0.00019847652583848685,-0.00031275348737835884,55,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
346,0.001984765287488699,0.003064869437366724,0,0,0,0.0,-0.00019847652583848685,-0.00030648696701973677,56,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
347,0.001984765287488699,0.0030215957667678595,0,0,0,0.0,-0.00019847652583848685,-0.00030215957667678595,57,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
348,0.001984765287488699,0.0029743779450654984,0,0,0,0.0,-0.00019847652583848685,-0.00037822447484359145,58,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
349,0.001984765287488699,0.0029350859113037586,0,0,0,0.0,-0.00019847652583848685,-0.00029773119604215026,59,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
350,0.001984765287488699,0.002962855389341712,0,0,0,0.0,-0.00019847652583848685,-0.00029800250194966793,60,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
351,0.001984765287488699,0.002962855389341712,0,0,0,0.0,-0.00019847652583848685,-0.0002962855505757034,61,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
352,0.001984765287488699,0.0029783775098621845,0,0,0,0.0,-0.00019847652583848685,-0.00029783774516545236,62,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
353,0.001984765287488699,0.002949503716081381,0,0,0,0.0,-0.00019847652583848685,-0.0002949503541458398,63,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
354,0.001984765287488699,0.0029350859113037586,0,0,0,0.0,-0.00019847652583848685,-0.0002935085794888437,64,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
355,0.001984765287488699,0.0028973575681447983,0,0,0,0.0,-0.00019847652583848685,-0.0002918042882811278,65,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
356,0.001984765287488699,0.00286438362672925,0,0,0,0.0,-0.00019847652583848685,-0.00028886549989692867,66,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
357,0.001984765287488699,0.0028186177369207144,0,0,0,0.0,-0.00019847652583848685,-0.000285705755231902,67,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
358,0.001984765287488699,0.0028186177369207144,0,0,0,0.0,-0.00019847652583848685,-0.00034073874121531844,68,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
359,0.001984765287488699,0.0027996590360999107,0,0,0,0.0,-0.00019847652583848685,-0.0003825505846180022,69,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
360,0.001984765287488699,0.0028186177369207144,0,0,0,0.0,-0.00019847652583848685,-0.00028290203772485256,70,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
361,0.001984765287488699,0.0027898820117115974,0,0,0,0.0,-0.00019847652583848685,-0.00028093409491702914,71,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
362,0.001984765287488699,0.003524192376062274,0,0,0,0.0,-0.00019847652583848685,-0.00035241921432316303,72,0.95,0.0,0.0,0.10000000149011612,0.0,0.07000000029802322,0.019999999552965164,0.029999999329447746,0.03999999910593033
