generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat,n4_sat,n5_sat,n6_sat,n7_sat,n8_sat,n9_sat,n10_sat,n11_sat,n12_sat,n13_sat,n14_sat,n15_sat,n16_sat,n17_sat,n18_sat,n19_sat,n20_sat,n21_sat,n22_sat,n23_sat,n24_sat,n25_sat,n26_sat,n27_sat,n28_sat,n29_sat,n30_sat,n31_sat
233,0.05212252959609032,0.0717799961566925,22,0,22,0.6875,-0.005212252959609032,-0.007196440361440182,18,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
234,0.05212252959609032,0.07018646597862244,22,0,22,0.6875,-0.005212252959609032,-0.007066565100103617,19,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
235,0.05212252959609032,0.06994612514972687,22,0,22,0.6875,-0.005212252959609032,-0.007018646225333214,18,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
236,0.05212252959609032,0.0700732097029686,22,0,22,0.6875,-0.005212252959609032,-0.007007320877164602,19,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
237,0.05212252959609032,0.07001993060112,22,0,22,0.6875,-0.005212252959609032,-0.0070019932463765144,20,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
238,0.05212252959609032,0.06992627680301666,22,0,22,0.6875,-0.005212252959609032,-0.006992627866566181,21,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
239,0.05212252959609032,0.06980758905410767,22,0,22,0.6875,-0.005212252959609032,-0.0069807590916752815,22,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
240,0.05212252959609032,0.06960897147655487,22,0,22,0.6875,-0.005212252959609032,-0.006974739022552967,23,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
241,0.05212252959609032,0.07114842534065247,22,0,22,0.6875,-0.005212252959609032,-0.007114842534065247,24,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
242,0.05212252959609032,0.06960897147655487,22,0,22,0.6875,-0.005212252959609032,-0.006972962990403175,25,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
243,0.05212252959609032,0.0716044008731842,22,0,22,0.6875,-0.005212252959609032,-0.007184501737356186,26,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
244,0.05212252959609032,0.06980016082525253,22,0,22,0.6875,-0.005212252959609032,-0.006980015896260738,27,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
245,0.05212252959609032,0.06983667612075806,22,0,22,0.6875,-0.005212252959609032,-0.007454346865415573,28,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
246,0.05212252959609032,0.06944072246551514,22,0,22,0.6875,-0.005212252959609032,-0.0071698147803545,29,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
247,0.05212252959609032,0.06944072246551514,22,0,22,0.6875,-0.005212252959609032,-0.0069608972407877445,30,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
248,0.05212252959609032,0.07152192294597626,22,0,22,0.6875,-0.005212252959609032,-0.00734635628759861,31,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
249,0.05212252959609032,0.06976092606782913,22,0,22,0.6875,-0.005212252959609032,-0.006976092699915171,32,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
250,0.05212252959609032,0.06936956942081451,22,0,22,0.6875,-0.005212252959609032,-0.007081190124154091,33,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
251,0.05212252959609032,0.06936956942081451,22,0,22,0.6875,-0.005212252959609032,-0.006944072432816029,34,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
252,0.05212252959609032,0.06934751570224762,22,0,22,0.6875,-0.005212252959609032,-0.006934751756489277,35,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
253,0.05212252959609032,0.06913488358259201,22,0,22,0.6875,-0.005212252959609032,-0.006913488265126944,36,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
254,0.05212252959609032,0.06885681301355362,22,0,22,0.6875,-0.005212252959609032,-0.006885681301355362,37,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
255,0.05212252959609032,0.06869364529848099,22,0,22,0.6875,-0.005212252959609032,-0.006869364529848099,38,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
256,0.05212252959609032,0.0687873512506485,22,0,22,0.6875,-0.005212252959609032,-0.007121977396309376,39,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
257,0.05212252959609032,0.06854897737503052,22,0,22,0.6875,-0.005212252959609032,-0.006860923953354359,40,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
258,0.05212252959609032,0.06772013008594513,22,0,22,0.6875,-0.005212252959609032,-0.0067720129154622555,38,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
259,0.05212252959609032,0.06721220910549164,22,0,22,0.6875,-0.005212252959609032,-0.0067212204448878765,39,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
260,0.05212252959609032,0.06695432960987091,22,0,22,0.6875,-0.005212252959609032,-0.006695432588458061,40,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
261,0.05212252959609032,0.0667068213224411,22,0,22,0.6875,-0.005212252959609032,-0.00667068175971508,41,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
262,0.05212252959609032,0.06637036800384521,22,0,22,0.6875,-0.005212252959609032,-0.006647213362157345,42,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
263,0.05212252959609032,0.06567717343568802,22,0,22,0.6875,-0.005212252959609032,-0.0065924939699471,43,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
264,0.05212252959609032,0.06668221950531006,22,0,22,0.6875,-0.005212252959609032,-0.006668222136795521,44,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
265,0.05212252959609032,0.06567717343568802,22,0,22,0.6875,-0.005212252959609032,-0.006567717529833317,45,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
266,0.05212252959609032,0.06536274403333664,22,0,22,0.6875,-0.005212252959609032,-0.006549239158630371,41,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
267,0.05212252959609032,0.06536274403333664,22,0,22,0.6875,-0.005212252959609032,-0.006736378185451031,42,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
268,0.05212252959609032,0.06522173434495926,22,0,22,0.6875,-0.005212252959609032,-0.006536274217069149,43,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
269,0.05212252959609032,0.06530831754207611,22,0,22,0.6875,-0.005212252959609032,-0.007004735991358757,44,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
270,0.05212252959609032,0.06842999160289764,22,0,22,0.6875,-0.005212252959609032,-0.006842999719083309,45,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
271,0.05212252959609032,0.06522173434495926,22,0,22,0.6875,-0.005212252959609032,-0.006522173527628183,46,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
272,0.05212252959609032,0.06714559346437454,22,0,22,0.6875,-0.005212252959609032,-0.006714559160172939,47,0.95,0.8100000023841858,0.5799999833106995,0.47999998927116394,0.5299999713897705,0.4899999797344208,0.6599999666213989,0.6899999976158142,0.8199999928474426,0.6100000143051147,0.5199999809265137,0.3799999952316284,0.4699999988079071,0.5799999833106995,0.5999999642372131,0.44999998807907104,0.47999998927116394,0.5799999833106995,0.550000011920929,0.6200000047683716,0.5,0.5199999809265137,0.5099999904632568,0.4399999976158142,0.5299999713897705,0.6200000047683716,0.5399999618530273,0.4099999964237213,0.5999999642372131,0.5600000023841858,0.6800000071525574,0.35999998450279236,0.7099999785423279
