generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat,n4_sat,n5_sat,n6_sat,n7_sat,n8_sat,n9_sat,n10_sat,n11_sat,n12_sat,n13_sat,n14_sat,n15_sat,n16_sat,n17_sat,n18_sat,n19_sat,n20_sat,n21_sat,n22_sat,n23_sat,n24_sat,n25_sat,n26_sat,n27_sat,n28_sat,n29_sat,n30_sat,n31_sat
21,0.30166542530059814,0.3629459738731384,0,0,0,0.0,-0.18953198194503784,-0.24148964881896973,5,0.95,0.3799999952316284,0.25999999046325684,0.2800000011920929,0.1599999964237213,0.35999998450279236,0.25,0.2199999988079071,0.19999998807907104,0.25999999046325684,0.19999998807907104,0.22999998927116394,0.20999999344348907,0.11999999731779099,0.07999999821186066,0.35999998450279236,0.17000000178813934,0.35999998450279236,0.17999999225139618,0.35999998450279236,0.20999999344348907,0.3400000035762787,0.14000000059604645,0.44999998807907104,0.14999999105930328,0.1899999976158142,0.22999998927116394,0.14999999105930328,0.2199999988079071,0.2199999988079071,0.12999999523162842,0.09999999403953552,0.2800000011920929
22,0.3011554777622223,0.3595304787158966,0,0,0,0.0,-0.18953198194503784,-0.23611582815647125,6,0.95,0.3799999952316284,0.25999999046325684,0.2800000011920929,0.1599999964237213,0.35999998450279236,0.25,0.2199999988079071,0.19999998807907104,0.25999999046325684,0.19999998807907104,0.22999998927116394,0.20999999344348907,0.11999999731779099,0.07999999821186066,0.35999998450279236,0.17000000178813934,0.35999998450279236,0.17999999225139618,0.35999998450279236,0.20999999344348907,0.3400000035762787,0.14000000059604645,0.44999998807907104,0.14999999105930328,0.1899999976158142,0.22999998927116394,0.14999999105930328,0.2199999988079071,0.2199999988079071,0.12999999523162842,0.09999999403953552,0.2800000011920929
23,0.28035488724708557,0.3563868999481201,0,0,0,0.0,-0.18953198194503784,-0.22933527827262878,7,0.95,0.3799999952316284,0.25999999046325684,0.2800000011920929,0.1599999964237213,0.35999998450279236,0.25,0.2199999988079071,0.19999998807907104,0.25999999046325684,0.19999998807907104,0.22999998927116394,0.20999999344348907,0.11999999731779099,0.07999999821186066,0.35999998450279236,0.17000000178813934,0.35999998450279236,0.17999999225139618,0.35999998450279236,0.20999999344348907,0.3400000035762787,0.14000000059604645,0.44999998807907104,0.14999999105930328,0.1899999976158142,0.22999998927116394,0.14999999105930328,0.2199999988079071,0.2199999988079071,0.12999999523162842,0.09999999403953552,0.2800000011920929
24,0.28035488724708557,0.3572245240211487,0,1,1,0.0,-0.1884729117155075,-0.22467797994613647,8,0.95,0.4099999964237213,0.26999998092651367,0.4399999976158142,0.14000000059604645,0.35999998450279236,0.29999998211860657,0.2800000011920929,0.2199999988079071,0.25999999046325684,0.3199999928474426,0.29999998211860657,0.17999999225139618,0.17000000178813934,0.09999999403953552,0.4099999964237213,0.20999999344348907,0.38999998569488525,0.1899999976158142,0.3799999952316284,0.14000000059604645,0.25999999046325684,0.14999999105930328,0.4099999964237213,0.14999999105930328,0.22999998927116394,0.3499999940395355,0.17999999225139618,0.1899999976158142,0.25,0.17000000178813934,0.1599999964237213,0.3400000035762787
25,0.28035488724708557,0.35157132148742676,0,1,1,0.0,-0.1884729117155075,-0.2179306447505951,9,0.95,0.4099999964237213,0.26999998092651367,0.4399999976158142,0.14000000059604645,0.35999998450279236,0.29999998211860657,0.2800000011920929,0.2199999988079071,0.25999999046325684,0.3199999928474426,0.29999998211860657,0.17999999225139618,0.17000000178813934,0.09999999403953552,0.4099999964237213,0.20999999344348907,0.38999998569488525,0.1899999976158142,0.3799999952316284,0.14000000059604645,0.25999999046325684,0.14999999105930328,0.4099999964237213,0.14999999105930328,0.22999998927116394,0.3499999940395355,0.17999999225139618,0.1899999976158142,0.25,0.17000000178813934,0.1599999964237213,0.3400000035762787
26,0.30456459522247314,0.35272201895713806,0,1,1,0.0,-0.1884729117155075,-0.21535071730613708,10,0.95,0.4099999964237213,0.26999998092651367,0.4399999976158142,0.14000000059604645,0.35999998450279236,0.29999998211860657,0.2800000011920929,0.2199999988079071,0.25999999046325684,0.3199999928474426,0.29999998211860657,0.17999999225139618,0.17000000178813934,0.09999999403953552,0.4099999964237213,0.20999999344348907,0.38999998569488525,0.1899999976158142,0.3799999952316284,0.14000000059604645,0.25999999046325684,0.14999999105930328,0.4099999964237213,0.14999999105930328,0.22999998927116394,0.3499999940395355,0.17999999225139618,0.1899999976158142,0.25,0.17000000178813934,0.1599999964237213,0.3400000035762787
27,0.3006456792354584,0.35332417488098145,0,0,0,0.0,-0.18470235168933868,-0.20889422297477722,11,0.95,0.4399999976158142,0.23999999463558197,0.29999998211860657,0.17000000178813934,0.35999998450279236,0.25,0.2199999988079071,0.1899999976158142,0.26999998092651367,0.23999999463558197,0.23999999463558197,0.19999998807907104,0.09999999403953552,0.07999999821186066,0.3799999952316284,0.20999999344348907,0.3700000047683716,0.23999999463558197,0.3499999940395355,0.1599999964237213,0.22999998927116394,0.08999999612569809,0.3799999952316284,0.1599999964237213,0.1899999976158142,0.25999999046325684,0.19999998807907104,0.25,0.26999998092651367,0.14000000059604645,0.19999998807907104,0.3199999928474426
28,0.3006456792354584,0.3430478274822235,2,1,3,0.0625,-0.1750834435224533,-0.20504948496818542,12,0.95,0.3799999952316284,0.22999998927116394,0.5099999904632568,0.10999999940395355,0.3799999952316284,0.3199999928474426,0.26999998092651367,0.20999999344348907,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.20999999344348907,0.2199999988079071,0.10999999940395355,0.5999999642372131,0.25999999046325684,0.3999999761581421,0.3199999928474426,0.4099999964237213,0.14000000059604645,0.2800000011920929,0.1599999964237213,0.44999998807907104,0.17999999225139618,0.2800000011920929,0.4399999976158142,0.20999999344348907,0.20999999344348907,0.3499999940395355,0.23999999463558197,0.25,0.4599999785423279
29,0.3006456792354584,0.3436548709869385,0,0,0,0.0,-0.16918258368968964,-0.2026587575674057,9,0.95,0.4399999976158142,0.3100000023841858,0.29999998211860657,0.2199999988079071,0.4699999988079071,0.20999999344348907,0.32999998331069946,0.25999999046325684,0.19999998807907104,0.25999999046325684,0.23999999463558197,0.1899999976158142,0.17999999225139618,0.09999999403953552,0.28999999165534973,0.19999998807907104,0.4099999964237213,0.28999999165534973,0.5,0.1599999964237213,0.41999998688697815,0.17999999225139618,0.28999999165534973,0.1899999976158142,0.11999999731779099,0.29999998211860657,0.1899999976158142,0.25,0.32999998331069946,0.19999998807907104,0.10999999940395355,0.32999998331069946
30,0.3006456792354584,0.3448948264122009,1,0,1,0.03125,-0.15173548460006714,-0.19731681048870087,10,0.95,0.4099999964237213,0.2800000011920929,0.35999998450279236,0.17999999225139618,0.4599999785423279,0.22999998927116394,0.3199999928474426,0.25999999046325684,0.20999999344348907,0.25999999046325684,0.2199999988079071,0.2199999988079071,0.1899999976158142,0.17999999225139618,0.3700000047683716,0.17999999225139618,0.44999998807907104,0.32999998331069946,0.550000011920929,0.20999999344348907,0.429999977350235,0.25,0.2800000011920929,0.17000000178813934,0.23999999463558197,0.3400000035762787,0.17000000178813934,0.28999999165534973,0.35999998450279236,0.20999999344348907,0.14000000059604645,0.3100000023841858
31,0.2889394462108612,0.3374154567718506,1,0,1,0.03125,-0.15173548460006714,-0.19288867712020874,11,0.95,0.4099999964237213,0.2800000011920929,0.35999998450279236,0.17999999225139618,0.4599999785423279,0.22999998927116394,0.3199999928474426,0.25999999046325684,0.20999999344348907,0.25999999046325684,0.2199999988079071,0.2199999988079071,0.1899999976158142,0.17999999225139618,0.3700000047683716,0.17999999225139618,0.44999998807907104,0.32999998331069946,0.550000011920929,0.20999999344348907,0.429999977350235,0.25,0.2800000011920929,0.17000000178813934,0.23999999463558197,0.3400000035762787,0.17000000178813934,0.28999999165534973,0.35999998450279236,0.20999999344348907,0.14000000059604645,0.3100000023841858
32,0.2889394462108612,0.3508836030960083,1,1,2,0.03125,-0.13377346098423004,-0.19121409952640533,12,0.95,0.4699999988079071,0.3199999928474426,0.3199999928474426,0.19999998807907104,0.4699999988079071,0.2800000011920929,0.3700000047683716,0.20999999344348907,0.23999999463558197,0.23999999463558197,0.2199999988079071,0.2199999988079071,0.20999999344348907,0.12999999523162842,0.32999998331069946,0.2800000011920929,0.3799999952316284,0.29999998211860657,0.5600000023841858,0.20999999344348907,0.5,0.23999999463558197,0.28999999165534973,0.1899999976158142,0.1899999976158142,0.3100000023841858,0.20999999344348907,0.2199999988079071,0.3700000047683716,0.14999999105930328,0.14999999105930328,0.35999998450279236
33,0.2889394462108612,0.35407596826553345,1,1,2,0.03125,-0.13377346098423004,-0.1808818131685257,13,0.95,0.4699999988079071,0.3199999928474426,0.3199999928474426,0.19999998807907104,0.4699999988079071,0.2800000011920929,0.3700000047683716,0.20999999344348907,0.23999999463558197,0.23999999463558197,0.2199999988079071,0.2199999988079071,0.20999999344348907,0.12999999523162842,0.32999998331069946,0.2800000011920929,0.3799999952316284,0.29999998211860657,0.5600000023841858,0.20999999344348907,0.5,0.23999999463558197,0.28999999165534973,0.1899999976158142,0.1899999976158142,0.3100000023841858,0.20999999344348907,0.2199999988079071,0.3700000047683716,0.14999999105930328,0.14999999105930328,0.35999998450279236
34,0.2889394462108612,0.3642411231994629,3,1,4,0.09375,-0.11344626545906067,-0.16710476577281952,6,0.95,0.5099999904632568,0.3100000023841858,0.3700000047683716,0.23999999463558197,0.5199999809265137,0.2199999988079071,0.4099999964237213,0.22999998927116394,0.26999998092651367,0.26999998092651367,0.25,0.25,0.2800000011920929,0.3400000035762787,0.2800000011920929,0.17000000178813934,0.3999999761581421,0.28999999165534973,0.5099999904632568,0.2199999988079071,0.4399999976158142,0.28999999165534973,0.28999999165534973,0.23999999463558197,0.25999999046325684,0.3400000035762787,0.22999998927116394,0.2800000011920929,0.3799999952316284,0.19999998807907104,0.17000000178813934,0.32999998331069946
35,0.32070067524909973,0.3574572205543518,3,1,4,0.09375,-0.11344626545906067,-0.15797817707061768,5,0.95,0.5099999904632568,0.3100000023841858,0.3700000047683716,0.23999999463558197,0.5199999809265137,0.2199999988079071,0.4099999964237213,0.22999998927116394,0.26999998092651367,0.26999998092651367,0.25,0.25,0.2800000011920929,0.3400000035762787,0.2800000011920929,0.17000000178813934,0.3999999761581421,0.28999999165534973,0.5099999904632568,0.2199999988079071,0.4399999976158142,0.28999999165534973,0.28999999165534973,0.23999999463558197,0.25999999046325684,0.3400000035762787,0.22999998927116394,0.2800000011920929,0.3799999952316284,0.19999998807907104,0.17000000178813934,0.32999998331069946
36,0.32070067524909973,0.3632158637046814,3,1,4,0.09375,-0.11344626545906067,-0.15030986070632935,6,0.95,0.5099999904632568,0.3100000023841858,0.3700000047683716,0.23999999463558197,0.5199999809265137,0.2199999988079071,0.4099999964237213,0.22999998927116394,0.26999998092651367,0.26999998092651367,0.25,0.25,0.2800000011920929,0.3400000035762787,0.2800000011920929,0.17000000178813934,0.3999999761581421,0.28999999165534973,0.5099999904632568,0.2199999988079071,0.4399999976158142,0.28999999165534973,0.28999999165534973,0.23999999463558197,0.25999999046325684,0.3400000035762787,0.22999998927116394,0.2800000011920929,0.3799999952316284,0.19999998807907104,0.17000000178813934,0.32999998331069946
37,0.32070067524909973,0.4005868434906006,3,1,4,0.09375,-0.11344626545906067,-0.14359533786773682,5,0.95,0.5099999904632568,0.3100000023841858,0.3700000047683716,0.23999999463558197,0.5199999809265137,0.2199999988079071,0.4099999964237213,0.22999998927116394,0.26999998092651367,0.26999998092651367,0.25,0.25,0.2800000011920929,0.3400000035762787,0.2800000011920929,0.17000000178813934,0.3999999761581421,0.28999999165534973,0.5099999904632568,0.2199999988079071,0.4399999976158142,0.28999999165534973,0.28999999165534973,0.23999999463558197,0.25999999046325684,0.3400000035762787,0.22999998927116394,0.2800000011920929,0.3799999952316284,0.19999998807907104,0.17000000178813934,0.32999998331069946
38,0.32070067524909973,0.4292924404144287,1,0,1,0.03125,-0.11284993588924408,-0.13775679469108582,6,0.95,0.550000011920929,0.29999998211860657,0.32999998331069946,0.25,0.47999998927116394,0.2800000011920929,0.3999999761581421,0.28999999165534973,0.35999998450279236,0.3199999928474426,0.26999998092651367,0.20999999344348907,0.22999998927116394,0.35999998450279236,0.28999999165534973,0.20999999344348907,0.3799999952316284,0.23999999463558197,0.38999998569488525,0.25999999046325684,0.4099999964237213,0.2800000011920929,0.25,0.28999999165534973,0.29999998211860657,0.3999999761581421,0.23999999463558197,0.3199999928474426,0.35999998450279236,0.25,0.1599999964237213,0.3999999761581421
