generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat
16,0.18129092454910278,0.22884535789489746,0,0,0,0.0,-0.14498861134052277,-0.17893144488334656,6,0.95,0.4599999785423279,0.1899999976158142,0.10999999940395355,0.1599999964237213
17,0.18129092454910278,0.22908160090446472,0,0,0,0.0,-0.14498861134052277,-0.17066225409507751,6,0.95,0.4599999785423279,0.1899999976158142,0.10999999940395355,0.1599999964237213
18,0.1801905632019043,0.22567492723464966,0,0,0,0.0,-0.1416727900505066,-0.16646221280097961,5,0.95,0.3499999940395355,0.1899999976158142,0.07999999821186066,0.1899999976158142
19,0.1801905632019043,0.22908160090446472,0,0,0,0.0,-0.1416727900505066,-0.1612531840801239,6,0.95,0.3499999940395355,0.1899999976158142,0.07999999821186066,0.1899999976158142
20,0.1801905632019043,0.2286161482334137,0,0,0,0.0,-0.1394965499639511,-0.15598401427268982,7,0.95,0.4399999976158142,0.1899999976158142,0.17000000178813934,0.19999998807907104
21,0.1801905632019043,0.22908160090446472,0,0,0,0.0,-0.1303945630788803,-0.15187284350395203,8,0.95,0.41999998688697815,0.25,0.1899999976158142,0.28999999165534973
22,0.1801905632019043,0.2341025471687317,0,0,0,0.0,-0.1303945630788803,-0.15118132531642914,6,0.95,0.41999998688697815,0.25,0.1899999976158142,0.28999999165534973
23,0.1801905632019043,0.22499729692935944,0,0,0,0.0,-0.12147083133459091,-0.14774495363235474,7,0.95,0.3199999928474426,0.23999999463558197,0.09999999403953552,0.29999998211860657
24,0.1824958324432373,0.22971004247665405,0,0,0,0.0,-0.12147083133459091,-0.1457349807024002,8,0.95,0.3199999928474426,0.23999999463558197,0.09999999403953552,0.29999998211860657
25,0.15942201018333435,0.2225964218378067,0,0,0,0.0,-0.10004758834838867,-0.1433786153793335,9,0.95,0.32999998331069946,0.1899999976158142,0.17999999225139618,0.3499999940395355
26,0.15942201018333435,0.20673245191574097,0,0,0,0.0,-0.10004758834838867,-0.13893046975135803,8,0.95,0.32999998331069946,0.1899999976158142,0.17999999225139618,0.3499999940395355
27,0.15942201018333435,0.1958717256784439,0,0,0,0.0,-0.10004758834838867,-0.13069677352905273,6,0.95,0.32999998331069946,0.1899999976158142,0.17999999225139618,0.3499999940395355
28,0.15942201018333435,0.18582011759281158,0,0,0,0.0,-0.0983726903796196,-0.12447449564933777,7,0.95,0.25,0.26999998092651367,0.28999999165534973,0.22999998927116394
29,0.13480298221111298,0.1797150820493698,0,0,0,0.0,-0.08361674845218658,-0.11592750251293182,6,0.95,0.429999977350235,0.2800000011920929,0.22999998927116394,0.29999998211860657
30,0.12515924870967865,0.173183411359787,0,0,0,0.0,-0.07732942700386047,-0.10663561522960663,5,0.95,0.20999999344348907,0.3799999952316284,0.17000000178813934,0.3499999940395355
31,0.12598326802253723,0.17053598165512085,0,0,0,0.0,-0.07280764728784561,-0.10313256084918976,6,0.95,0.25999999046325684,0.3199999928474426,0.3499999940395355,0.2800000011920929
32,0.12598326802253723,0.16215340793132782,0,0,0,0.0,-0.07280764728784561,-0.09272293001413345,7,0.95,0.25999999046325684,0.3199999928474426,0.3499999940395355,0.2800000011920929
33,0.11767541617155075,0.16078439354896545,0,0,0,0.0,-0.07001539319753647,-0.09024064242839813,4,0.95,0.26999998092651367,0.3100000023841858,0.32999998331069946,0.2800000011920929
34,0.11767541617155075,0.17418813705444336,0,0,0,0.0,-0.05941206216812134,-0.08577246218919754,5,0.95,0.29999998211860657,0.3100000023841858,0.26999998092651367,0.28999999165534973
35,0.11767541617155075,0.18024614453315735,0,0,0,0.0,-0.05941206216812134,-0.07863667607307434,6,0.95,0.29999998211860657,0.3100000023841858,0.26999998092651367,0.28999999165534973
36,0.11767541617155075,0.18918687105178833,0,0,0,0.0,-0.0490049384534359,-0.07509271800518036,6,0.95,0.2800000011920929,0.3199999928474426,0.3199999928474426,0.3499999940395355
37,0.11767541617155075,0.18188659846782684,0,0,0,0.0,-0.0490049384534359,-0.06896379590034485,6,0.95,0.2800000011920929,0.3199999928474426,0.3199999928474426,0.3499999940395355
38,0.12872961163520813,0.17019659280776978,0,0,0,0.0,-0.03825375810265541,-0.06371529400348663,4,0.95,0.25,0.3499999940395355,0.3700000047683716,0.4899999797344208
39,0.12872961163520813,0.16625463962554932,0,0,0,0.0,-0.03825375810265541,-0.05910608917474747,5,0.95,0.25,0.3499999940395355,0.3700000047683716,0.4899999797344208
40,0.12872961163520813,0.16636070609092712,0,0,0,0.0,-0.03825375810265541,-0.05511976033449173,4,0.95,0.25,0.3499999940395355,0.3700000047683716,0.4899999797344208
41,0.12872961163520813,0.16441044211387634,0,0,0,0.0,-0.03825375810265541,-0.05228693038225174,5,0.95,0.25,0.3499999940395355,0.3700000047683716,0.4899999797344208
42,0.12345966696739197,0.1629655361175537,1,1,2,0.25,-0.037168726325035095,-0.05110064893960953,6,0.95,0.3100000023841858,0.3700000047683716,0.3799999952316284,0.5099999904632568
43,0.12345966696739197,0.15839791297912598,1,1,2,0.25,-0.037168726325035095,-0.04643786698579788,7,0.95,0.3100000023841858,0.3700000047683716,0.3799999952316284,0.5099999904632568
44,0.12345966696739197,0.15788625180721283,1,1,2,0.25,-0.03309530392289162,-0.04321843385696411,6,0.95,0.32999998331069946,0.4099999964237213,0.3400000035762787,0.5600000023841858
45,0.1315387338399887,0.1569826900959015,1,1,2,0.25,-0.029318680986762047,-0.041153036057949066,7,0.95,0.38999998569488525,0.3400000035762787,0.41999998688697815,0.5199999809265137
46,0.13309240341186523,0.15777835249900818,0,1,1,0.0,-0.023587502539157867,-0.03961432725191116,8,0.95,0.3499999940395355,0.3499999940395355,0.3799999952316284,0.4599999785423279
47,0.13309240341186523,0.15777835249900818,0,1,1,0.0,-0.023587502539157867,-0.03709408640861511,9,0.95,0.3499999940395355,0.3499999940395355,0.3799999952316284,0.4599999785423279
48,0.12338443845510483,0.16098394989967346,0,1,1,0.0,-0.020660707727074623,-0.03238725662231445,4,0.95,0.35999998450279236,0.3400000035762787,0.4099999964237213,0.4099999964237213
49,0.12065616995096207,0.16036474704742432,0,1,1,0.0,-0.020660707727074623,-0.02918701246380806,4,0.95,0.35999998450279236,0.3400000035762787,0.4099999964237213,0.4099999964237213
50,0.11311163008213043,0.14607098698616028,0,1,1,0.0,-0.019666070118546486,-0.02541084587574005,4,0.95,0.3499999940395355,0.3199999928474426,0.3400000035762787,0.4699999988079071
51,0.10889184474945068,0.13495004177093506,1,1,2,0.25,-0.01908920332789421,-0.02401788905262947,5,0.95,0.429999977350235,0.4399999976158142,0.4899999797344208,0.5199999809265137
52,0.10465291142463684,0.1343095600605011,1,0,1,0.25,-0.01288997195661068,-0.02267364040017128,6,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
53,0.10465291142463684,0.13495004177093506,1,0,1,0.25,-0.01288997195661068,-0.02069813758134842,5,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
54,0.10465291142463684,0.13801734149456024,1,0,1,0.25,-0.01288997195661068,-0.01999502070248127,6,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
55,0.10465291142463684,0.14278952777385712,1,0,1,0.25,-0.01288997195661068,-0.019490137696266174,5,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
56,0.10465291142463684,0.14051184058189392,1,0,1,0.25,-0.01288997195661068,-0.01870555244386196,5,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
57,0.10896020382642746,0.15377555787563324,1,0,1,0.25,-0.01288997195661068,-0.01664501242339611,5,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
58,0.10896020382642746,0.14859913289546967,1,0,1,0.25,-0.01288997195661068,-0.015536465682089329,6,0.95,0.44999998807907104,0.26999998092651367,0.4099999964237213,0.5099999904632568
59,0.10896020382642746,0.1459418535232544,0,0,0,0.0,-0.011833165772259235,-0.014859912917017937,7,0.95,0.4599999785423279,0.3100000023841858,0.38999998569488525,0.44999998807907104
60,0.11356355994939804,0.14139866828918457,0,0,0,0.0,-0.01173962838947773,-0.01421518623828888,8,0.95,0.4099999964237213,0.32999998331069946,0.3100000023841858,0.41999998688697815
61,0.11356355994939804,0.13476864993572235,0,0,0,0.0,-0.01173962838947773,-0.013845652341842651,9,0.95,0.4099999964237213,0.32999998331069946,0.3100000023841858,0.41999998688697815
62,0.10381434112787247,0.1311434805393219,0,0,0,0.0,-0.010381434112787247,-0.013243311084806919,10,0.95,0.44999998807907104,0.3799999952316284,0.3799999952316284,0.47999998927116394
63,0.10381434112787247,0.1311434805393219,0,0,0,0.0,-0.010381434112787247,-0.013191813603043556,11,0.95,0.44999998807907104,0.3799999952316284,0.3799999952316284,0.47999998927116394
64,0.09281007200479507,0.12895160913467407,0,0,0,0.0,-0.010381434112787247,-0.013020914047956467,12,0.95,0.44999998807907104,0.3799999952316284,0.3799999952316284,0.47999998927116394
65,0.09908545017242432,0.12598010897636414,0,0,0,0.0,-0.009908544830977917,-0.012598009780049324,13,0.95,0.4699999988079071,0.3700000047683716,0.38999998569488525,0.47999998927116394
66,0.09908545017242432,0.12043526023626328,0,0,0,0.0,-0.009908544830977917,-0.012296605855226517,7,0.95,0.4699999988079071,0.3700000047683716,0.38999998569488525,0.47999998927116394
67,0.09908545017242432,0.11901634931564331,0,0,0,0.0,-0.009908544830977917,-0.012133840471506119,8,0.95,0.4699999988079071,0.3700000047683716,0.38999998569488525,0.47999998927116394
68,0.09115739911794662,0.11786863207817078,1,0,1,0.25,-0.009115739725530148,-0.011855198070406914,9,0.95,0.5,0.3999999761581421,0.3999999761581421,0.5099999904632568
69,0.08211446553468704,0.1141018196940422,1,0,1,0.25,-0.008211446925997734,-0.011566206812858582,10,0.95,0.5199999809265137,0.38999998569488525,0.429999977350235,0.47999998927116394
70,0.07664667814970016,0.10990437865257263,0,0,0,0.0,-0.007664667908102274,-0.011249180883169174,8,0.95,0.4899999797344208,0.4699999988079071,0.4699999988079071,0.44999998807907104
71,0.07664667814970016,0.1096387505531311,0,0,0,0.0,-0.007664667908102274,-0.010990437120199203,9,0.95,0.4899999797344208,0.4699999988079071,0.4699999988079071,0.44999998807907104
72,0.07664667814970016,0.1048232764005661,0,0,0,0.0,-0.007664667908102274,-0.010752499103546143,10,0.95,0.4899999797344208,0.4699999988079071,0.4699999988079071,0.44999998807907104
73,0.07664667814970016,0.09880467504262924,0,0,0,0.0,-0.007664667908102274,-0.010145016014575958,11,0.95,0.4899999797344208,0.4699999988079071,0.4699999988079071,0.44999998807907104
74,0.07664667814970016,0.09702291339635849,0,0,0,0.0,-0.007664667908102274,-0.010004738345742226,9,0.95,0.4899999797344208,0.4699999988079071,0.4699999988079071,0.44999998807907104
75,0.0736432895064354,0.09381040930747986,2,1,3,0.5,-0.007364328950643539,-0.009533550590276718,10,0.95,0.5399999618530273,0.44999998807907104,0.44999998807907104,0.5099999904632568
76,0.06899028271436691,0.0898665338754654,1,0,1,0.25,-0.006899028085172176,-0.009205609560012817,8,0.95,0.5199999809265137,0.3700000047683716,0.38999998569488525,0.4599999785423279
77,0.06899028271436691,0.08887389302253723,1,0,1,0.25,-0.006899028085172176,-0.00898665376007557,9,0.95,0.5199999809265137,0.3700000047683716,0.38999998569488525,0.4599999785423279
78,0.06899028271436691,0.08791230618953705,1,0,1,0.25,-0.006899028085172176,-0.008887389674782753,9,0.95,0.5199999809265137,0.3700000047683716,0.38999998569488525,0.4599999785423279
