generation,mse_best,mse_median,k_mlp,k_proteins,k_total,k_mlp_ratio,fitness_best,fitness_median,age_max,threshold,n0_sat,n1_sat,n2_sat,n3_sat
208,0.01844240352511406,0.021238338202238083,4,0,4,1.0,-0.001844240352511406,-0.0021238336339592934,22,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
209,0.01844240352511406,0.021508753299713135,4,0,4,1.0,-0.001844240352511406,-0.0021508755162358284,23,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
210,0.01844240352511406,0.020979557186365128,4,0,4,1.0,-0.001844240352511406,-0.002097955672070384,24,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
211,0.01844240352511406,0.02080531418323517,4,0,4,1.0,-0.001844240352511406,-0.0020805313251912594,19,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
212,0.01844240352511406,0.020666789263486862,4,0,4,1.0,-0.001844240352511406,-0.0020666788332164288,20,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
213,0.01844240352511406,0.020563196390867233,4,0,4,1.0,-0.001844240352511406,-0.002056319732218981,21,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
214,0.01844240352511406,0.020542524755001068,4,0,4,1.0,-0.001844240352511406,-0.002054252428933978,22,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
215,0.01844240352511406,0.02053815685212612,4,0,4,1.0,-0.001844240352511406,-0.0020538156386464834,23,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
216,0.01844240352511406,0.020975254476070404,4,0,4,1.0,-0.001844240352511406,-0.002097525168210268,24,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
217,0.01844240352511406,0.02051318809390068,4,0,4,1.0,-0.001844240352511406,-0.002051318995654583,25,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
218,0.01844240352511406,0.020410830155014992,4,0,4,1.0,-0.001844240352511406,-0.0020410828292369843,26,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
219,0.01844240352511406,0.020360255613923073,4,0,4,1.0,-0.001844240352511406,-0.002105939667671919,27,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
220,0.01844240352511406,0.020722540095448494,4,0,4,1.0,-0.001844240352511406,-0.0020722539629787207,28,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
221,0.01844240352511406,0.020555544644594193,4,0,4,1.0,-0.001844240352511406,-0.0020555544178932905,29,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
222,0.01844240352511406,0.020344680175185204,4,0,4,1.0,-0.001844240352511406,-0.0020384686067700386,30,0.95,0.5699999928474426,0.7099999785423279,0.75,0.6399999856948853
223,0.018342528492212296,0.020088521763682365,4,0,4,1.0,-0.0018342528492212296,-0.002008852083235979,31,0.95,0.5699999928474426,0.7299999594688416,0.6899999976158142,0.6599999666213989
224,0.017769906669855118,0.019932880997657776,4,0,4,1.0,-0.0017769907135516405,-0.0019932882860302925,32,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
225,0.017769906669855118,0.01982666552066803,4,0,4,1.0,-0.0017769907135516405,-0.001982666552066803,33,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
226,0.017769906669855118,0.019641336053609848,4,0,4,1.0,-0.0017769907135516405,-0.0019641336984932423,34,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
227,0.017163829877972603,0.01957046054303646,4,0,4,1.0,-0.0017769907135516405,-0.0019717984832823277,35,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
228,0.017769906669855118,0.01962997205555439,4,0,4,1.0,-0.0017769907135516405,-0.0019866127986460924,36,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
229,0.017769906669855118,0.019489698112010956,4,0,4,1.0,-0.0017769907135516405,-0.0019489697879180312,37,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
230,0.017769906669855118,0.019446853548288345,4,0,4,1.0,-0.0017769907135516405,-0.0019446853548288345,38,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
231,0.017769906669855118,0.019411880522966385,4,0,4,1.0,-0.0017769907135516405,-0.0019411880057305098,39,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
232,0.017769906669855118,0.01937982439994812,4,0,4,1.0,-0.0017769907135516405,-0.0019379823934286833,30,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
233,0.017769906669855118,0.019354060292243958,4,0,4,1.0,-0.0017769907135516405,-0.0019354060059413314,31,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
234,0.017769906669855118,0.01932084560394287,4,0,4,1.0,-0.0017769907135516405,-0.0019320845603942871,32,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
235,0.017769906669855118,0.019205503165721893,4,0,4,1.0,-0.0017769907135516405,-0.001920550363138318,33,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
236,0.017416365444660187,0.019153587520122528,4,0,4,1.0,-0.0017769907135516405,-0.0019153589382767677,34,0.95,0.6299999952316284,0.6699999570846558,0.6699999570846558,0.6200000047683716
237,0.017416365444660187,0.019098825752735138,4,0,4,1.0,-0.001763800741173327,-0.0019098827615380287,35,0.95,0.6299999952316284,0.75,0.7199999690055847,0.6499999761581421
238,0.017416365444660187,0.01902781054377556,4,0,4,1.0,-0.001763800741173327,-0.0019052966963499784,36,0.95,0.6299999952316284,0.75,0.7199999690055847,0.6499999761581421
239,0.017416365444660187,0.01925848424434662,4,0,4,1.0,-0.001763800741173327,-0.0019418022129684687,37,0.95,0.6299999952316284,0.75,0.7199999690055847,0.6499999761581421
240,0.017416365444660187,0.01902781054377556,4,0,4,1.0,-0.001763800741173327,-0.001902781194075942,38,0.95,0.6299999952316284,0.75,0.7199999690055847,0.6499999761581421
241,0.015883365646004677,0.01897667720913887,4,0,4,1.0,-0.0015883365413174033,-0.0018976677674800158,39,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
242,0.015883365646004677,0.018908357247710228,4,0,4,1.0,-0.0015883365413174033,-0.0018908358179032803,40,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
243,0.015883365646004677,0.01886184886097908,4,0,4,1.0,-0.0015883365413174033,-0.0018861849093809724,41,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
244,0.015883365646004677,0.01878306083381176,4,0,4,1.0,-0.0015883365413174033,-0.0018783060368150473,42,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
245,0.01497946958988905,0.01847190037369728,4,0,4,1.0,-0.0015883365413174033,-0.0018582337070256472,43,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
246,0.015883365646004677,0.018679790198802948,4,0,4,1.0,-0.0015883365413174033,-0.0018805772997438908,44,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
247,0.015883365646004677,0.018443793058395386,4,0,4,1.0,-0.0015883365413174033,-0.0018443793524056673,45,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
248,0.015883365646004677,0.018412984907627106,4,0,4,1.0,-0.0015883365413174033,-0.0018412985373288393,46,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
249,0.015883365646004677,0.01842893660068512,4,0,4,1.0,-0.0015883365413174033,-0.0018428937764838338,26,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
250,0.015883365646004677,0.018397077918052673,4,0,4,1.0,-0.0015883365413174033,-0.0018397077219560742,27,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
251,0.015883365646004677,0.018451659008860588,4,0,4,1.0,-0.0015883365413174033,-0.00184516585431993,28,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
252,0.015883365646004677,0.018367931246757507,4,0,4,1.0,-0.0015883365413174033,-0.0018381450790911913,29,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
253,0.015883365646004677,0.018367931246757507,4,0,4,1.0,-0.0015883365413174033,-0.0018367930315434933,30,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
254,0.015883365646004677,0.01830182410776615,4,0,4,1.0,-0.0015883365413174033,-0.0018301823874935508,31,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
255,0.015883365646004677,0.018166590481996536,4,0,4,1.0,-0.0015883365413174033,-0.001821403857320547,31,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
256,0.015883365646004677,0.018474500626325607,4,0,4,1.0,-0.0015883365413174033,-0.0018474499229341745,32,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
257,0.015883365646004677,0.018166590481996536,4,0,4,1.0,-0.0015883365413174033,-0.0018166592344641685,33,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
258,0.015883365646004677,0.018194694072008133,4,0,4,1.0,-0.0015883365413174033,-0.001819469267502427,34,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
259,0.015883365646004677,0.018162719905376434,4,0,4,1.0,-0.0015883365413174033,-0.0018162719206884503,35,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
260,0.015883365646004677,0.0194596778601408,4,0,4,1.0,-0.0015883365413174033,-0.00194596778601408,36,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
261,0.015883365646004677,0.018526483327150345,4,0,4,1.0,-0.0015883365413174033,-0.0018526484491303563,37,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
262,0.015883365646004677,0.018125975504517555,4,0,4,1.0,-0.0015883365413174033,-0.0018125975038856268,38,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
263,0.015883365646004677,0.018147937953472137,4,0,4,1.0,-0.0015883365413174033,-0.0018169975373893976,39,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
264,0.015883365646004677,0.017891008406877518,4,0,4,1.0,-0.0015883365413174033,-0.0017891008174046874,40,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
265,0.015883365646004677,0.01824747771024704,4,0,4,1.0,-0.0015883365413174033,-0.001824747771024704,41,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
266,0.015883365646004677,0.018034351989626884,4,0,4,1.0,-0.0015883365413174033,-0.001841261051595211,42,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
267,0.015883365646004677,0.017768297344446182,4,0,4,1.0,-0.0015883365413174033,-0.0017804366070777178,43,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
268,0.015883365646004677,0.017780665308237076,4,0,4,1.0,-0.0015883365413174033,-0.001778066623955965,44,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
269,0.015883365646004677,0.017765946686267853,4,0,4,1.0,-0.0015883365413174033,-0.001776594785042107,45,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
270,0.015848014503717422,0.017704352736473083,4,0,4,1.0,-0.0015883365413174033,-0.0017752406420186162,33,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
271,0.015883365646004677,0.01855543814599514,4,0,4,1.0,-0.0015883365413174033,-0.001855543814599514,34,0.95,0.6200000047683716,0.6899999976158142,0.6699999570846558,0.6699999570846558
272,0.015525381080806255,0.017653552815318108,4,0,4,1.0,-0.00155253813136369,-0.0017704351339489222,35,0.95,0.6299999952316284,0.699999988079071,0.7799999713897705,0.6899999976158142
273,0.014862548559904099,0.017653552815318108,4,0,4,1.0,-0.0014862548559904099,-0.001765355234965682,36,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
274,0.014862548559904099,0.017572084441781044,4,0,4,1.0,-0.0014862548559904099,-0.0017620320431888103,37,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
275,0.014862548559904099,0.01753733679652214,4,0,4,1.0,-0.0014862548559904099,-0.0017539758700877428,34,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
276,0.014862548559904099,0.017487280070781708,4,0,4,1.0,-0.0014862548559904099,-0.0017487278673797846,35,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
277,0.014862548559904099,0.01739751547574997,4,0,4,1.0,-0.0014862548559904099,-0.001739751547574997,36,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
278,0.014862548559904099,0.017631832510232925,4,0,4,1.0,-0.0014862548559904099,-0.001763183157891035,37,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
279,0.014862548559904099,0.01755731925368309,4,0,4,1.0,-0.0014862548559904099,-0.0017557319952175021,38,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
280,0.014862548559904099,0.01818617805838585,4,0,4,1.0,-0.0014862548559904099,-0.001818617805838585,39,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
281,0.014862548559904099,0.017698731273412704,4,0,4,1.0,-0.0014862548559904099,-0.0017698730807751417,40,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
282,0.014862548559904099,0.017337268218398094,4,0,4,1.0,-0.0014862548559904099,-0.0017337268218398094,41,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
283,0.014862548559904099,0.01727783866226673,4,0,4,1.0,-0.0014862548559904099,-0.0017277838196605444,42,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
284,0.014800889417529106,0.017169572412967682,4,0,4,1.0,-0.0014862548559904099,-0.0017193382373079658,43,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
285,0.014862548559904099,0.017125381156802177,4,0,4,1.0,-0.0014862548559904099,-0.001712538069114089,44,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
286,0.014862548559904099,0.016914259642362595,4,0,4,1.0,-0.0014862548559904099,-0.0016914259176701307,45,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
287,0.014862548559904099,0.01687220111489296,4,0,4,1.0,-0.0014862548559904099,-0.0016872200649231672,46,0.95,0.6100000143051147,0.7099999785423279,0.6899999976158142,0.6800000071525574
288,0.014760749414563179,0.016781648620963097,4,0,4,1.0,-0.0014760749181732535,-0.001678164815530181,47,0.95,0.5699999928474426,0.6699999570846558,0.699999988079071,0.6299999952316284
289,0.014760749414563179,0.016773540526628494,4,0,4,1.0,-0.0014760749181732535,-0.0016773540992289782,48,0.95,0.5699999928474426,0.6699999570846558,0.699999988079071,0.6299999952316284
290,0.01475581619888544,0.016681548207998276,4,0,4,1.0,-0.0014755816664546728,-0.0016681547276675701,49,0.95,0.5899999737739563,0.6899999976158142,0.6699999570846558,0.6499999761581421
291,0.013667513616383076,0.016625765711069107,4,0,4,1.0,-0.001366751384921372,-0.0016637712251394987,50,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
292,0.013667513616383076,0.016576658934354782,4,0,4,1.0,-0.001366751384921372,-0.0016576658235862851,51,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
293,0.013667513616383076,0.016441194340586662,4,0,4,1.0,-0.001366751384921372,-0.0016441193874925375,52,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
294,0.013667513616383076,0.016398699954152107,4,0,4,1.0,-0.001366751384921372,-0.0016398699954152107,53,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
295,0.013667513616383076,0.016848493367433548,4,0,4,1.0,-0.001366751384921372,-0.0016848493833094835,54,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
296,0.013667513616383076,0.016372909769415855,4,0,4,1.0,-0.001366751384921372,-0.0016372909303754568,55,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
297,0.013667513616383076,0.016346342861652374,4,0,4,1.0,-0.001366751384921372,-0.0016346343327313662,56,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
298,0.013667513616383076,0.016218405216932297,4,0,4,1.0,-0.001366751384921372,-0.0016218405216932297,57,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
299,0.013667513616383076,0.016361694782972336,4,0,4,1.0,-0.001366751384921372,-0.0016361696179956198,58,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
300,0.013667513616383076,0.016374697908759117,4,0,4,1.0,-0.001366751384921372,-0.001637469744309783,59,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
301,0.013667513616383076,0.017024824395775795,4,0,4,1.0,-0.001366751384921372,-0.0017024824628606439,60,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
302,0.013667513616383076,0.01601424440741539,4,0,4,1.0,-0.001366751384921372,-0.0016014243010431528,61,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
303,0.013667513616383076,0.015952467918395996,4,0,4,1.0,-0.001366751384921372,-0.0015952467219904065,62,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
304,0.013667513616383076,0.016178788617253304,4,0,4,1.0,-0.001366751384921372,-0.001617878908291459,63,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
305,0.013667513616383076,0.01610432006418705,4,0,4,1.0,-0.001366751384921372,-0.0016104320529848337,64,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
306,0.013667513616383076,0.016188334673643112,4,0,4,1.0,-0.001366751384921372,-0.00161883351393044,65,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
307,0.013667513616383076,0.015952620655298233,4,0,4,1.0,-0.001366751384921372,-0.0015952620888128877,66,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
308,0.013667513616383076,0.01597379334270954,4,0,4,1.0,-0.001366751384921372,-0.0015973793342709541,67,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
309,0.013667513616383076,0.015888437628746033,4,0,4,1.0,-0.001366751384921372,-0.0015888437628746033,68,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
310,0.013667513616383076,0.01644718274474144,4,0,4,1.0,-0.001366751384921372,-0.0016447182279080153,69,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
311,0.013667513616383076,0.015761371701955795,4,0,4,1.0,-0.001366751384921372,-0.001631014863960445,70,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
312,0.013667513616383076,0.015761371701955795,4,0,4,1.0,-0.001366751384921372,-0.0015761371469125152,71,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
313,0.013667513616383076,0.01579327881336212,4,0,4,1.0,-0.001366751384921372,-0.0015793279744684696,41,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
314,0.013667513616383076,0.016557520255446434,4,0,4,1.0,-0.001366751384921372,-0.0016557520721107721,42,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
315,0.013667513616383076,0.015899773687124252,4,0,4,1.0,-0.001366751384921372,-0.0016529846470803022,43,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
316,0.013667513616383076,0.015783436596393585,4,0,4,1.0,-0.001366751384921372,-0.001578343566507101,44,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
317,0.013667513616383076,0.01574994996190071,4,0,4,1.0,-0.001366751384921372,-0.001574995112605393,45,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
318,0.013667513616383076,0.015683962032198906,4,0,4,1.0,-0.001366751384921372,-0.0015683961100876331,46,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
319,0.013667513616383076,0.01645151898264885,4,0,4,1.0,-0.001366751384921372,-0.0017390069551765919,47,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
320,0.013667513616383076,0.01595555618405342,4,0,4,1.0,-0.001366751384921372,-0.0015955556882545352,48,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
321,0.013667513616383076,0.015653865411877632,4,0,4,1.0,-0.001366751384921372,-0.0015653865411877632,49,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
322,0.013667513616383076,0.015738394111394882,4,0,4,1.0,-0.001366751384921372,-0.001573839457705617,50,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
323,0.013667513616383076,0.016055645421147346,4,0,4,1.0,-0.001366751384921372,-0.001605564495548606,51,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
324,0.013667513616383076,0.015581058338284492,4,0,4,1.0,-0.001366751384921372,-0.0015581058105453849,52,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
325,0.013667513616383076,0.0154139194637537,4,0,4,1.0,-0.001366751384921372,-0.00154139194637537,53,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
326,0.013667513616383076,0.015409383922815323,4,0,4,1.0,-0.001366751384921372,-0.0015409383922815323,53,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
327,0.013667513616383076,0.015289845876395702,4,0,4,1.0,-0.001366751384921372,-0.001528984634205699,54,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
328,0.013667513616383076,0.015936926007270813,4,0,4,1.0,-0.001366751384921372,-0.0015936926938593388,55,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
329,0.013667513616383076,0.01638827472925186,4,0,4,1.0,-0.001366751384921372,-0.0016388274962082505,56,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
330,0.013667513616383076,0.015863925218582153,4,0,4,1.0,-0.001366751384921372,-0.0016071362188085914,57,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
331,0.013667513616383076,0.015285447239875793,4,0,4,1.0,-0.001366751384921372,-0.001528544700704515,58,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
332,0.013667513616383076,0.01642168127000332,4,0,4,1.0,-0.001366751384921372,-0.0016421681502833962,59,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
333,0.013667513616383076,0.01564546301960945,4,0,4,1.0,-0.001366751384921372,-0.00156454648822546,60,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
334,0.013667513616383076,0.015270492061972618,4,0,4,1.0,-0.001366751384921372,-0.0015270492294803262,61,0.95,0.6200000047683716,0.6800000071525574,0.6699999570846558,0.6599999666213989
335,0.013139633461833,0.015244284644722939,4,0,4,1.0,-0.0013139633229002357,-0.0015244283713400364,62,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
336,0.013139633461833,0.015223444439470768,4,0,4,1.0,-0.0013139633229002357,-0.0015223445370793343,63,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
337,0.013139633461833,0.015178849920630455,4,0,4,1.0,-0.0013139633229002357,-0.0015585096552968025,64,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
338,0.013139633461833,0.015178849920630455,4,0,4,1.0,-0.0013139633229002357,-0.001517884898930788,65,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
339,0.013139633461833,0.015300680883228779,4,0,4,1.0,-0.0013139633229002357,-0.0015300679951906204,66,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
340,0.013139633461833,0.015352807939052582,4,0,4,1.0,-0.0013139633229002357,-0.0015427418984472752,67,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
341,0.013139633461833,0.01518307812511921,4,0,4,1.0,-0.0013139633229002357,-0.0015183077193796635,68,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
342,0.013139633461833,0.015425563789904118,4,0,4,1.0,-0.0013139633229002357,-0.001542556332424283,69,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
343,0.013139633461833,0.015111023560166359,4,0,4,1.0,-0.0013139633229002357,-0.0015111023094505072,70,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
344,0.013139633461833,0.015064684674143791,4,0,4,1.0,-0.0013139633229002357,-0.0015064685139805079,71,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
345,0.013139633461833,0.0155264213681221,4,0,4,1.0,-0.0013139633229002357,-0.0015526420902460814,72,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
346,0.013139633461833,0.01586746796965599,4,0,4,1.0,-0.0013139633229002357,-0.0015867468900978565,73,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
347,0.013139633461833,0.016012297943234444,4,0,4,1.0,-0.0013139633229002357,-0.0016012296546250582,74,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
348,0.013139633461833,0.0160017441958189,4,0,4,1.0,-0.0013139633229002357,-0.0016279283445328474,75,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
349,0.013139633461833,0.015027336776256561,4,0,4,1.0,-0.0013139633229002357,-0.0016100970096886158,76,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
350,0.013139633461833,0.015460250899195671,4,0,4,1.0,-0.0013139633229002357,-0.0015660289209336042,77,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
351,0.013139633461833,0.015724366530776024,4,0,4,1.0,-0.0013139633229002357,-0.00164565141312778,78,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
352,0.013139633461833,0.015129657462239265,4,0,4,1.0,-0.0013139633229002357,-0.001512965769506991,79,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
353,0.013139633461833,0.0155563335865736,4,0,4,1.0,-0.0013139633229002357,-0.0015556332655251026,80,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
354,0.013139633461833,0.015418678522109985,4,0,4,1.0,-0.0013139633229002357,-0.0017064876155927777,81,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
355,0.013139633461833,0.01499447412788868,4,0,4,1.0,-0.0013139633229002357,-0.0014994475059211254,82,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
356,0.013139633461833,0.015139851719141006,4,0,4,1.0,-0.0013139633229002357,-0.0015139852184802294,83,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
357,0.013139633461833,0.016216561198234558,4,0,4,1.0,-0.0013139633229002357,-0.0016216562362387776,84,0.95,0.6100000143051147,0.7099999785423279,0.6699999570846558,0.6899999976158142
